"stop_id","stop_code","stop_name","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","municipality_id","stop_desc","stop_timezone","wheelchair_boarding","platform_code","vehicle_type"
"134956","","Laajakoskentie 765 L","60.5762801913299","26.8157392811711","2","","0","","","","","0","",""
"134980","","Kyminsuuntie th I","60.5094303799069","26.9138066492867","2","","0","","","","","0","",""
"134981","","Raakunkuja th L","60.5124550719272","26.9198480788295","2","","0","","","","","0","",""
"134982","","Raakunkuja th P","60.5131055020869","26.9213402226311","2","","0","","","","","0","",""
"134983","","Juurikorventie 52 L","60.6055719302352","26.9499554030775","2","","0","","","","","0","",""
"134984","","Juurikorventie 57 E","60.606026697664","26.9488621347269","2","","0","","","","","0","",""
"134985","","Juurikorventie 139 I","60.6085549974178","26.9357703350386","2","","0","","","","","0","",""
"134986","","Juurikorventie 142 L","60.608611383351","26.9354008811512","2","","0","","","","","0","",""
"134987","","Juurikorventie 215 E","60.6059797998381","26.9321003733099","2","","0","","","","","0","",""
"134988","","Juurikorventie 215 P","60.6058925956259","26.9321478478687","2","","0","","","","","0","",""
"134989","","Juurikorventie 248 L","60.6031138682771","26.9336451987927","2","","0","","","","","0","",""
"134990","","Juurikorventie 249 I","60.603039220792","26.9338271414123","2","","0","","","","","0","",""
"134991","","Juurikorventie 274 E","60.6014810997109","26.9370670301102","2","","0","","","","","0","",""
"134992","","Juurikorventie 275 P","60.6013367379881","26.9372494297555","2","","0","","","","","0","",""
"134993","","Juurikorventie 321 P","60.598803217872","26.9435707524019","2","","0","","","","","0","",""
"134994","","Juurikorventie 317 E","60.5989961591473","26.943304658711","2","","0","","","","","0","",""
"134995","","Juurikorventie 387 P","60.5941378615846","26.9504136546453","2","","0","","","","","0","",""
"134996","","Juurikorventie 389 E","60.5940319155205","26.950452875349","2","","0","","","","","0","",""
"134998","","Juurikorventie 453 I","60.5892223625154","26.9544246913286","2","","0","","","","","0","",""
"134999","","Juurikorventie 488 L","60.5898916242723","26.960390359374","2","","0","","","","","0","",""
"135000","","Juurikorventie 490 I","60.5899268747046","26.960616832886","2","","0","","","","","0","",""
"135001","","Kyminlinna Kotkan suunta E","60.5059172799142","26.9002730029267","2","","0","","","","","0","",""
"135002","","Huumantie P","60.5035172615751","26.901822165815","2","","0","","","","","0","",""
"135003","","Juurikorventie 540 E","60.587313289911","26.9663990250627","2","","0","","","","","0","",""
"135004","","Juurikorventie 527 P","60.5881942340191","26.9660115472743","2","","0","","","","","0","",""
"135005","","Ylänummentie 202 P","60.5894218618658","26.9616271181521","2","","0","","","","","0","",""
"135006","","Ylänummentie 171 P","60.5869655588761","26.9601478175715","2","","0","","","","","0","",""
"135007","","Ylänummentie 165 E","60.5864765488755","26.9605706168869","2","","0","","","","","0","",""
"135008","","Ylänummentie 124 P","60.5830636850288","26.9635765682307","2","","0","","","","","0","",""
"135009","","Ylänummentie 112 E","60.5820449082615","26.9630829811272","2","","0","","","","","0","",""
"135010","","Ylänummentie 69 I","60.5784278992167","26.9612741832754","2","","0","","","","","0","",""
"135011","","Ylänummentie 62 P","60.5779529317556","26.9600354871949","2","","0","","","","","0","",""
"135012","","Ylänummentie 4 E","60.5734265284178","26.9555647475655","2","","0","","","","","0","",""
"135014","","Mäkeläntie 39","60.5585924033915","27.0463032457798","3","","0","","","","","0","",""
"135018","","Tenkkiilintie P","60.5636718842542","27.1271361015238","3","","0","","","","","0","",""
"135019","","Ajuksentie th P","60.5605070092393","27.1279644221805","3","","0","","","","","0","",""
"135020","","Mestarinpolku  th P","60.5583848454844","27.1296832166519","3","","0","","","","","0","",""
"135021","","Mestarinpolku th E","60.5573935530123","27.1302855614835","3","","0","","","","","0","",""
"135022","","Pähkinätie th P","60.5542271432903","27.1308727452213","3","","0","","","","","0","",""
"135023","","Pähkinätie th E","60.5538065481445","27.1309449463729","3","","0","","","","","0","",""
"135024","","Ensontien th E","60.5433984366612","27.1309526295407","3","","0","","","","","0","",""
"135025","","Ensontie th P","60.5434981052069","27.1309425602853","3","","0","","","","","0","",""
"135026","","Bernerintie th L","60.5435972519474","27.1336719210187","3","","0","","","","","0","",""
"135027","","Bernerintie th I","60.5441351481041","27.1354040768361","3","","0","","","","","0","",""
"135028","","Keskikyläntie 235","60.6896164447886","27.1843159452236","4","","0","","","","","0","",""
"135029","","Töytärintie 87","60.6041330302557","27.1775543558917","3","","0","","","","","0","",""
"135030","","Töytärintie 84","60.6037720481733","27.1773205502316","3","","0","","","","","0","",""
"135031","","Töytärintie 20","60.5986232909687","27.1718468505824","3","","0","","","","","0","",""
"135032","","Töytärintie 14","60.5981417236163","27.1711763966212","3","","0","","","","","0","",""
"135033","","Vehkjärventie 6","60.6156098269693","27.1918509066196","3","","0","","","","","0","",""
"135034","","Vehkjärventie 101","60.6239294169543","27.1945547625571","3","","0","","","","","0","",""
"135035","","Vehkjärventie 118","60.6251483366667","27.1958172132154","3","","0","","","","","0","",""
"135036","","Vehkjärventie 132","60.6265148655152","27.1953050416682","3","","0","","","","","0","",""
"135037","","Vehkjärventie 328","60.6421114466213","27.1933053649043","3","","0","","","","","0","",""
